,explode,title,title_length,Category,publish_time,original,images,push_ratio_10,shh_ratio_10
902,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 12:00:47 2019,0,0,0.3,0.0
903,0,楊蕙如透過LINE群「高雄組」下令！成員,20,新聞,Mon Dec  2 12:01:14 2019,0,1,0.3,0.0
904,0,今天誰的臉最腫？,8,問卦,Mon Dec  2 12:01:40 2019,1,0,0.2,0.1
905,0,星巴克槓上路易莎 祭「買1送1、第2杯半價,21,新聞,Mon Dec  2 11:42:11 2019,0,0,0.5,0.0
906,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:42:49 2019,0,0,0.4,0.0
907,0,家裡的蟑螂殺不完？,9,問卦,Mon Dec  2 11:42:59 2019,1,1,0.7,0.1
908,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:43:16 2019,0,0,0.5,0.0
909,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 11:43:33 2019,0,0,0.0,0.25
910,0,五等分的四葉是姐妹的助攻嗎？,14,問卦,Mon Dec  2 11:43:50 2019,1,0,0.0,0.6666666666666666
911,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:44:11 2019,0,0,0.8571428571428571,0.0
912,0,教主現在在想甚麼,8,問卦,Mon Dec  2 11:44:17 2019,1,0,0.2,0.2
913,0,火鍋芋頭vs鳳梨披薩,10,問卦,Mon Dec  2 11:44:29 2019,1,0,0.3,0.1
914,0,關西機場事件「idcc」發文聲援 「卡神」,21,新聞,Mon Dec  2 11:44:31 2019,0,0,0.5,0.0
915,0,每月2萬房租 買屋跟租屋哪個好,15,問卦,Mon Dec  2 11:44:31 2019,1,0,0.5,0.1
916,0,蔡英文拚未來︰下個4年3大目標,15,新聞,Mon Dec  2 11:44:36 2019,0,1,0.2,0.3
917,0,房市明年供給將爆量　難有上漲空間,16,新聞,Mon Dec  2 11:44:37 2019,0,1,0.4,0.1
918,0,五等份的花嫁四葉贏了,10,問卦,Mon Dec  2 11:45:54 2019,1,1,0.3,0.3
919,0,這次北檢起訴idcc後，還在說沒網軍的是,20,問卦,Mon Dec  2 11:48:26 2019,1,0,0.8,0.0
920,0,看不下去？韓國瑜被吳敦義放生 趙少康痛,19,新聞,Mon Dec  2 11:49:41 2019,0,0,1.0,0.0
921,0,idcc發文害死蘇啟誠？監院認定和謝長廷一,21,新聞,Mon Dec  2 11:49:57 2019,1,1,0.7,0.0
922,0,當初班上考上台大的同學現在在幹嘛？,17,問卦,Mon Dec  2 11:50:37 2019,1,0,0.6,0.0
923,0,男騎重機國道逆向迴轉 遭多車碾過屍塊四,19,新聞,Mon Dec  2 11:50:47 2019,1,1,0.4,0.2
924,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:29:00 2019,0,1,0.375,0.0
925,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:30:28 2019,0,1,0.5,0.1
926,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:30:54 2019,0,1,0.75,0.0
927,1,人未救先回填水泥！廣州地鐵施工區塌陷넳,19,新聞,Mon Dec  2 11:30:56 2019,1,1,0.5,0.1
928,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:31:40 2019,0,1,0.3,0.0
929,0,中共解放軍缺技術發展核動力航母,15,新聞,Mon Dec  2 11:31:46 2019,0,0,0.25,0.0
930,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:31:58 2019,0,1,0.4,0.0
931,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:32:52 2019,0,0,0.4,0.0
932,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 11:34:27 2019,0,0,0.42857142857142855,0.0
933,0,星巴克槓上路易莎 祭「買1送1、第2杯半價,21,新聞,Mon Dec  2 11:34:35 2019,0,0,0.4,0.0
934,0,買不起房又沒房可繼承，老了該怎麼辦?,18,問卦,Mon Dec  2 11:35:20 2019,0,0,0.75,0.0
935,0,應采兒的代表作是哪部?,11,問卦,Mon Dec  2 11:35:58 2019,0,0,0.5,0.0
936,0,看不下去？韓國瑜被吳敦義放生 趙少康痛,19,新聞,Mon Dec  2 11:36:14 2019,1,0,0.4,0.2
937,0,關西旅遊要去哪裡才內行？,12,問卦,Mon Dec  2 11:36:46 2019,1,1,0.8,0.1
938,0,台灣真的還有救嗎？,9,爆卦,Mon Dec  2 11:37:27 2019,0,1,0.3333333333333333,0.0
939,0,在拍賣會上喊價只比對方多喊100很討厭嗎?,21,問卦,Mon Dec  2 11:37:40 2019,1,0,0.7,0.0
940,0,網軍484贏了？,8,問卦,Mon Dec  2 11:38:18 2019,0,0,0.0,0.5
941,0,靈犬柯黑 現在在哪裡？,11,問卦,Mon Dec  2 11:38:48 2019,1,0,0.4,0.3
942,0,困難的選擇,5,問卦,Mon Dec  2 11:39:35 2019,1,0,0.2,0.4
943,0,遭楊秋興痛罵不要臉 韓辦回應了,15,新聞,Mon Dec  2 11:15:17 2019,1,0,0.3,0.1
944,0,美國最強大的武器,8,問卦,Mon Dec  2 11:15:24 2019,1,0,0.5,0.0
945,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:18:27 2019,0,1,0.8,0.0
946,0,台中佛教正德醫院醫療大樓今落成 蔡英文,19,新聞,Mon Dec  2 11:19:16 2019,0,0,0.2,0.4
947,0,寶可夢第一道館就龍系？,11,問卦,Mon Dec  2 11:19:22 2019,1,0,0.3,0.3
948,0,明年選完如果還不開放註冊會怎樣??,17,問卦,Mon Dec  2 11:20:27 2019,1,0,0.2,0.0
949,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 11:21:39 2019,0,1,0.6,0.1
950,0,魂飛魄散不好嗎,7,問卦,Mon Dec  2 11:22:59 2019,1,0,0.5,0.0
951,0,三天兩頭往台北跑的八卦?,12,問卦,Mon Dec  2 11:23:01 2019,1,0,0.6666666666666666,0.0
952,0,應采兒的代表作是哪部?,11,問卦,Mon Dec  2 11:23:47 2019,1,1,0.5,0.0
953,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:24:36 2019,0,1,0.5,0.0
954,0,狗和貓肥就多人愛 人肥為什麼就沒人愛,18,問卦,Mon Dec  2 11:24:40 2019,1,0,0.5714285714285714,0.14285714285714285
955,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:25:02 2019,0,1,0.5,0.0
956,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:25:22 2019,0,1,0.3,0.0
957,0,kobe知道kobe什麼意思嗎,15,問卦,Mon Dec  2 11:26:46 2019,1,0,0.7,0.1
958,0,星巴克槓上路易莎 祭「買1送1、第2杯半價,21,新聞,Mon Dec  2 11:26:49 2019,0,0,0.4444444444444444,0.2222222222222222
959,0,今天誰最難熬？,7,問卦,Mon Dec  2 11:26:50 2019,1,1,0.5,0.0
960,0,台肥恐涉刑責 農委會提6項疑義移送檢調,19,新聞,Mon Dec  2 11:27:59 2019,1,0,0.7,0.0
961,0,女生是不是都有小金庫啊？,12,問卦,Mon Dec  2 11:28:36 2019,1,0,0.4,0.1
962,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:58:45 2019,0,1,0.6,0.0
963,0,網軍誰厲害?,6,問卦,Mon Dec  2 10:59:02 2019,1,1,0.3,0.0
964,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:59:27 2019,0,0,0.5,0.1
965,0,買不起房又沒房可繼承，老了該怎麼辦?,18,問卦,Mon Dec  2 11:00:35 2019,0,1,0.8,0.0
966,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:00:37 2019,0,1,0.2,0.0
967,0,美智庫指中國買PTT帳號影響選舉　政府修法設平台對抗假,27,新聞,Mon Dec  2 11:01:56 2019,0,1,0.6,0.1
968,0,台北市忠孝東路四段181巷火災?,16,問卦,Mon Dec  2 11:02:03 2019,1,1,0.6,0.0
969,0,怎麼樣才能得到負能量？,11,問卦,Mon Dec  2 11:02:26 2019,1,0,0.3,0.3
970,0,台中佛教正德醫院醫療大樓今落成 蔡英文,19,新聞,Mon Dec  2 11:05:23 2019,0,1,0.6,0.1
971,0,壹四個零的豹紋蟑螂是怎麼走到今天的地步,19,問卦,Mon Dec  2 11:06:47 2019,1,1,0.5,0.0
972,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:09:37 2019,0,1,0.3,0.2
973,0,關西機場事件「idcc」發文聲援 「卡神」,21,新聞,Mon Dec  2 11:09:39 2019,0,1,0.5,0.0
974,0,有沒有血汗公司的八卦？,11,問卦,Mon Dec  2 11:10:40 2019,1,0,0.3333333333333333,0.0
975,0,房市明年供給將爆量　難有上漲空間,16,新聞,Mon Dec  2 11:11:08 2019,1,0,0.6,0.3
976,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:12:24 2019,0,1,0.3,0.0
977,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:13:03 2019,0,1,0.5,0.0
978,1,開獎啦! 44444444444,16,問卦,Mon Dec  2 11:13:07 2019,1,0,0.7,0.3
979,0,蔡英文：未來4年育兒津貼加至1千億 讓年,20,新聞,Mon Dec  2 11:14:01 2019,0,0,0.2,0.1
980,0,早餐店阿姨是不是對我有意思？,14,問卦,Mon Dec  2 11:14:19 2019,1,1,0.16666666666666666,0.3333333333333333
981,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 11:14:35 2019,0,0,0.4,0.1
982,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:50:42 2019,0,1,0.8,0.0
983,0,何時說我愛你才是最好的時機阿?,15,問卦,Mon Dec  2 10:50:45 2019,1,0,0.2,0.4
984,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:50:58 2019,0,1,0.4,0.0
985,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:52:14 2019,0,1,0.6,0.0
986,0,為砂石案被告！黃國昌酸韓辦：別按錯鈴「,19,新聞,Mon Dec  2 10:52:40 2019,1,0,0.9,0.0
987,0,錄影中請微笑？☺☺☺,10,問卦,Mon Dec  2 10:52:49 2019,1,1,0.2,0.2
988,0,妙天：沒說支持蔡連任 信眾要投誰持開放,19,新聞,Mon Dec  2 10:53:04 2019,1,1,0.3,0.0
989,0,香港又射催淚彈!,8,問卦,Mon Dec  2 10:53:06 2019,0,0,0.4,0.2
990,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:53:42 2019,0,1,0.5,0.0
991,0,捷運插隊是在哈囉?,9,問卦,Mon Dec  2 10:53:48 2019,1,1,0.4,0.1
992,0,質感佳反應好 星宇小舖帶動本土商機,17,新聞,Mon Dec  2 10:53:58 2019,1,0,0.6,0.0
993,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:54:26 2019,0,1,0.2,0.0
994,0,波爾提出原子模型後為什麼去賣礦泉水了,18,問卦,Mon Dec  2 10:54:46 2019,1,1,0.3,0.3
995,0,蘇嘉全爭取支持 妙天：和蔡英文見過面感,19,新聞,Mon Dec  2 10:54:58 2019,0,0,0.3333333333333333,0.0
996,0,百威龍炮幫狂炸店 淡水餐廳淪惡霸提款機,19,新聞,Mon Dec  2 10:55:07 2019,1,1,0.7,0.0
997,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:55:56 2019,0,1,0.7,0.1
998,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:56:40 2019,0,1,0.3,0.3
999,0,如果PTT被迫關站 大家會轉移到哪裡,18,問卦,Mon Dec  2 10:57:04 2019,1,0,0.4,0.1
1000,0,遠傳ip被維基封禁？,10,問卦,Mon Dec  2 10:58:03 2019,1,0,0.42857142857142855,0.0
1001,0,關西機場事件「idcc」發文聲援 「卡神」,21,新聞,Mon Dec  2 10:58:40 2019,1,1,0.5,0.0
1002,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:37:55 2019,0,0,0.2,0.0
1003,0,網軍發文害死人 通常心態會怎麼想?,17,問卦,Mon Dec  2 10:38:00 2019,1,0,0.2,0.0
1004,0,亂噓ㄉ那些人有種來酸直播啦！,14,問卦,Mon Dec  2 10:38:10 2019,1,1,0.1,0.7
1005,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:38:58 2019,0,0,0.0,0.0
1006,0,卡神楊蕙如網路IP 借友攻擊大阪辦事處,19,新聞,Mon Dec  2 10:39:05 2019,1,0,0.4,0.0
1007,0,PTT帳號間接造成蘇啟誠之死 「卡神」楊,20,新聞,Mon Dec  2 10:39:54 2019,0,0,0.3333333333333333,0.16666666666666666
1008,0,等到1500此限制才辦idcc 是不是想掩蓋什,23,問卦,Mon Dec  2 10:40:28 2019,1,0,0.6,0.0
1009,0,楊蕙如:網軍，你們真的很可恥！,15,ＦＢ,Mon Dec  2 10:40:38 2019,0,0,0.4,0.0
1010,0,會覺得狼人殺多了奇怪的公式而感到無,17,問卦,Mon Dec  2 10:43:01 2019,1,1,0.42857142857142855,0.0
1011,0,礦業法今天不修了,8,爆卦,Mon Dec  2 10:43:05 2019,0,1,0.3,0.1
1012,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:43:06 2019,1,1,0.7,0.0
1013,0,真相大白了 是不是可以恢復註冊了？,17,問卦,Mon Dec  2 10:45:46 2019,1,0,0.2,0.1
1014,0,PTT貼文批駐日大阪辦事處 造謠大學生找到,21,新聞,Mon Dec  2 10:47:28 2019,0,1,0.2,0.0
1015,0,卡神楊蕙如網路IP 借友攻擊大阪辦事處,19,新聞,Mon Dec  2 10:48:04 2019,0,0,0.4,0.0
1016,0,肥宅早餐吃溫體牛有加分嗎,12,問卦,Mon Dec  2 10:49:07 2019,1,0,0.3,0.1
1017,0,愛看五等分的人現實中都長什麼樣?,16,問卦,Mon Dec  2 10:49:50 2019,1,1,0.0,0.3333333333333333
1018,0,北檢認證「卡神」是綠網軍首領 下線發文,19,新聞,Mon Dec  2 10:49:59 2019,0,1,0.3,0.0
1019,0,廣州主幹道地陷深至38米 2車3人失蹤,19,新聞,Mon Dec  2 10:26:10 2019,0,0,0.14285714285714285,0.42857142857142855
1020,0,便利商店減肥餐的卦？,10,問卦,Mon Dec  2 10:26:38 2019,1,0,0.5,0.0
1021,0,蘇啟誠之死假新聞:idcc.楊蕙如如被起訴,21,新聞,Mon Dec  2 10:26:46 2019,1,0,0.4,0.0
1022,0,砂石案 韓國瑜：黃國昌若不檢舉 明天就告,20,新聞,Mon Dec  2 10:26:56 2019,1,0,0.4,0.0
1023,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:27:13 2019,0,0,0.6,0.0
1024,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:27:20 2019,0,0,0.6,0.0
1025,0,用哪種肥皂洗泡泡浴比較好啊？,14,問卦,Mon Dec  2 10:28:21 2019,1,0,0.0,0.2
1026,0,泰達幣是什麼？男捧1500萬現金交易慘被搶,21,新聞,Mon Dec  2 10:29:28 2019,1,0,0.4,0.1
1027,0,站台陳超明 王金平︰無輔選韓計畫,16,新聞,Mon Dec  2 10:30:35 2019,1,0,0.8333333333333334,0.16666666666666666
1028,0,台灣人是不是不懂怎麼裝B,12,問卦,Mon Dec  2 10:31:03 2019,1,0,0.1,0.4
1029,0,領養小黑狗！柯文哲要取名「柯黑」,16,新聞,Mon Dec  2 10:31:12 2019,0,0,0.7,0.0
1030,0,男生們多久要刮一次鬍子,11,問卦,Mon Dec  2 10:31:16 2019,1,0,0.6,0.0
1031,0,領養小黑狗！柯文哲要取名「柯黑」,16,新聞,Mon Dec  2 10:31:19 2019,0,0,0.75,0.0
1032,0,PTT帳號間接造成蘇啟誠之死 「卡神」楊,20,新聞,Mon Dec  2 10:33:21 2019,1,1,0.4,0.0
1033,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:34:03 2019,0,0,0.2,0.3
1034,0,勞基法三修 蘇內閣悄啟動,12,新聞,Mon Dec  2 10:36:13 2019,0,0,0.25,0.0
1035,0,關西有什麼景點美食推薦的嗎,13,問卦,Mon Dec  2 10:36:44 2019,1,0,0.4,0.1
1036,0,廣州地鐵施工區塌陷「最深38米」…3人2車,21,新聞,Mon Dec  2 10:36:56 2019,1,1,0.6,0.0
1037,0,會覺得狼人殺多了奇怪的公式而感到無聊嗎,19,問卦,Mon Dec  2 10:37:01 2019,0,0,0.75,0.0
1038,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:37:15 2019,0,0,0.5,0.0
1039,0,星巴克槓上路易莎 祭「買1送1、第2杯半價,21,新聞,Mon Dec  2 10:04:41 2019,0,0,0.7,0.0
1040,0,麥當勞優惠卷無限復活之術,12,問卦,Mon Dec  2 10:05:03 2019,1,0,0.6,0.2
1041,0,芮天行者怎麼做出了黃色光劍?,14,問卦,Mon Dec  2 10:06:04 2019,1,1,0.5,0.0
1042,0,為什麼醒來吧雷夢娜最後是昏倒？,15,問卦,Mon Dec  2 10:07:40 2019,1,0,0.42857142857142855,0.0
1043,1,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:08:10 2019,1,1,0.6,0.1
1044,0,廣州主幹道地陷深至38米 2車3人失蹤,19,新聞,Mon Dec  2 10:08:41 2019,1,0,0.7,0.1
1045,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:13:36 2019,0,0,0.3,0.0
1046,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:14:10 2019,0,1,0.0,0.0
1047,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:15:22 2019,0,0,0.4,0.1
1048,0,蔡英文：未來4年育兒津貼加至1千億 讓年,20,新聞,Mon Dec  2 10:15:40 2019,0,0,0.5,0.0
1049,0,#ChickenWar：美國「卡啦雞堡之亂」的排,24,新聞,Mon Dec  2 10:16:33 2019,0,0,0.1,0.1
1050,0,喚起記憶 韓市府端政績轉攻為守,15,新聞,Mon Dec  2 10:20:11 2019,1,1,0.2,0.0
1051,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:20:12 2019,0,1,0.7,0.1
1052,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:21:06 2019,0,0,0.2,0.0
1053,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:22:08 2019,0,0,0.8333333333333334,0.0
1054,0,有沒有抽獎都抽Iphone的卦,15,問卦,Mon Dec  2 10:22:39 2019,0,1,0.0,0.0
1055,0,快訊／護航謝長廷！「idcc」身分曝光...,22,新聞,Mon Dec  2 10:22:42 2019,0,0,0.4,0.0
1056,0,上班不要看最近是不是不大行？,14,問卦,Mon Dec  2 10:22:54 2019,0,0,0.6,0.1
1057,0,文慧如,3,問卦,Mon Dec  2 10:26:06 2019,1,0,0.6666666666666666,0.0
1058,0,中南部薪水要怎麼起來,10,問卦,Mon Dec  2 09:37:42 2019,1,0,0.2,0.0
1059,0,現在在台灣講三位一體大家會想到什摸??,19,問卦,Mon Dec  2 09:38:43 2019,1,0,0.8,0.0
1060,0,會覺得狼人殺多了奇怪的公式而感到無聊嗎,19,問卦,Mon Dec  2 09:38:49 2019,1,0,0.1,0.3
1061,0,勞基法三修 蘇內閣悄啟動,12,新聞,Mon Dec  2 09:39:05 2019,1,1,0.3,0.4
1062,1,星巴克槓上路易莎 祭「買1送1、第2杯半價,21,新聞,Mon Dec  2 09:42:40 2019,1,1,0.5,0.1
1063,0,周科長今天有沒有上班呀？,12,問卦,Mon Dec  2 09:42:54 2019,1,1,0.4,0.1
1064,0,蔡英文：未來4年育兒津貼加至1千億 讓年,20,新聞,Mon Dec  2 09:44:34 2019,0,1,0.4,0.0
1065,0,居住正義說到做到！蔡英文喊話：下一個四,19,新聞,Mon Dec  2 09:45:36 2019,0,1,0.8,0.1
1066,0,64龜速道路,6,問卦,Mon Dec  2 09:46:38 2019,1,0,0.4,0.4
1067,0,蔡英文抱屈 逼哭蘇貞昌、蘇巧慧,15,新聞,Mon Dec  2 09:48:01 2019,1,0,0.1,0.4
1068,1,學不會！韓粉抹黑陳菊被判刑 繼續開罵：,19,新聞,Mon Dec  2 09:49:32 2019,1,1,0.7,0.0
1069,0,星期一上班很想睡怎麼辦,11,問卦,Mon Dec  2 09:49:57 2019,1,1,0.4,0.1
1070,0,大家敢用肥皂洗澡嗎?,10,問卦,Mon Dec  2 09:59:15 2019,0,0,0.125,0.125
1071,0,用閩、客語上課 教育部推動「全本土語言,19,新聞,Mon Dec  2 10:00:44 2019,1,0,0.5,0.1
1072,0,買不起房又沒房可繼承，老了該怎麼辦?,18,問卦,Mon Dec  2 10:00:58 2019,0,1,0.4,0.2
1073,0,韓粉心疼！謝龍介全台走透透 喉嚨嚴重沙,19,新聞,Mon Dec  2 10:01:00 2019,1,0,0.3,0.6
1074,0,朋友最近喜歡騎重機 要注意什麼,15,問卦,Mon Dec  2 10:01:27 2019,1,0,0.3,0.2
1075,0,居住正義說到做到！蔡英文喊話：下一個四,19,新聞,Mon Dec  2 10:02:33 2019,0,1,0.4,0.0
1076,0,金城武會後悔演李大維嗎？,12,問卦,Mon Dec  2 10:04:37 2019,1,1,0.8,0.0
1077,0,人類不是猴子演化的 為啥會怕高???,18,問卦,Mon Dec  2 09:13:28 2019,1,0,0.5,0.0
1078,0,冷氣團南下！ 吳德榮：北台愈晚愈冷 明,19,新聞,Mon Dec  2 09:13:31 2019,1,0,0.0,0.2
1079,0,庶民是不是一種略高於平民的階級存在,17,問卦,Mon Dec  2 09:13:50 2019,0,0,0.5,0.0
1080,0,韓國瑜屏東造勢 旗海飄揚湧進3萬人潮  2,21,新聞,Mon Dec  2 09:14:52 2019,0,1,0.3,0.1
1081,0,我男友急用！女子癡迷港男 險遭騙15萬,19,新聞,Mon Dec  2 09:15:01 2019,0,0,0.25,0.25
1082,0,居住正義說到做到！蔡英文喊話：下一個四,19,新聞,Mon Dec  2 09:15:34 2019,0,0,0.6,0.0
1083,0,女獸醫晚歸！遭4男性侵殺害…遺體被燒全,19,新聞,Mon Dec  2 09:15:50 2019,1,0,0.5,0.2
1084,0,「蘆洲租一坪2000元」打房假的！館長氣：黃國昌超白目,27,新聞,Mon Dec  2 09:19:31 2019,1,1,0.4,0.1
1085,0,南僑水晶肥皂洗澡?,9,問卦,Mon Dec  2 09:20:08 2019,1,0,0.4,0.0
1086,0,拍照要怎麼營造出好幾萬人阿？,14,問卦,Mon Dec  2 09:24:35 2019,1,1,0.6,0.0
1087,0,輸到脫褲要找駐台辦事處還是？,14,問卦,Mon Dec  2 09:25:59 2019,1,0,0.0,1.0
1088,0,桃園機場曜越展示區,9,問卦,Mon Dec  2 09:26:26 2019,1,0,0.6,0.1
1089,0,渣男知道自己是渣男嗎？,11,問卦,Mon Dec  2 09:26:42 2019,0,1,0.0,0.2857142857142857
1090,0,「國民女友」這麼辣！耶誕裝性感S曲線看,19,新聞,Mon Dec  2 09:27:20 2019,1,1,0.2,0.3
1091,0,警方掃蕩選舉賭盤 3波共查獲1748案,19,新聞,Mon Dec  2 09:28:33 2019,1,0,0.7,0.0
1092,0,削甘蔗是盜懶覺集團新招麻0.0??,17,問卦,Mon Dec  2 09:29:35 2019,1,1,0.5,0.1
1093,0,南僑水晶肥皂洗澡?,9,問卦,Mon Dec  2 09:35:11 2019,0,0,0.375,0.0
1094,0,韓國瑜屏東造勢 旗海飄揚湧進3萬人潮  2,21,新聞,Mon Dec  2 09:36:02 2019,0,1,0.0,0.0
1095,1,韓國瑜喊讓高雄出總統 楊秋興斥：真不要臉,20,新聞,Mon Dec  2 09:36:06 2019,1,1,0.6,0.0
1096,0,參加大型考試結果手機響了 可以不承認嗎,19,問卦,Mon Dec  2 09:37:22 2019,1,1,0.3,0.2
1097,0,上海自來水來自海上的下聯,12,問卦,Mon Dec  2 08:42:17 2019,1,0,0.2,0.1
1098,0,蔡英文：未來4年育兒津貼加至1千億 讓年,20,新聞,Mon Dec  2 08:43:18 2019,0,0,0.4,0.0
1099,0,台北比台中冷？,7,問卦,Mon Dec  2 08:43:42 2019,1,0,0.5,0.0
1100,0,催票？固票？教部4度「提醒」大學提前期,19,新聞,Mon Dec  2 08:53:06 2019,1,0,0.1,0.1
1101,0,庶民是不是一種略高於平民的階級存在,17,問卦,Mon Dec  2 08:54:49 2019,0,0,0.2,0.2
1102,0,臉書配合新加坡「反假新聞法」　針對貼文,19,新聞,Mon Dec  2 08:59:31 2019,1,0,0.5,0.0
1103,0,三度罵小五女學生「沒家教」 竹市體育老,19,新聞,Mon Dec  2 09:01:29 2019,1,0,0.6,0.1
1104,0,台二公路陽金路段的早餐店好吃嗎?,16,問卦,Mon Dec  2 09:05:07 2019,1,0,0.7,0.0
1105,0,我男友急用！女子癡迷港男 險遭騙15萬,19,新聞,Mon Dec  2 09:06:04 2019,1,0,0.7,0.0
1106,0,用撥接網路是什麼感覺啊?,12,問卦,Mon Dec  2 09:07:51 2019,1,0,0.5,0.1
1107,0,《抓狂一族》要拍成日劇,11,爆卦,Mon Dec  2 09:08:53 2019,0,1,0.7,0.0
1108,0,繼北約腦死說後 馬克宏「俄國不是敵人」,19,新聞,Mon Dec  2 09:09:15 2019,0,0,0.2,0.0
1109,0,有沒有過安檢被摸到屌的八卦？,14,問卦,Mon Dec  2 09:09:28 2019,1,0,0.6,0.1
1110,0,中共解放軍缺技術發展核動力航母,15,新聞,Mon Dec  2 09:10:13 2019,1,0,0.6,0.0
1111,0,台中佛教正德醫院醫療大樓今落成 蔡英文,19,新聞,Mon Dec  2 09:11:34 2019,1,1,0.8,0.0
1112,0,請吃便當是不是賄選阿,10,問卦,Mon Dec  2 09:12:30 2019,1,0,0.2,0.0
1113,0,有洋蔥就不會被水桶的八卦,12,問卦,Mon Dec  2 08:16:45 2019,1,1,0.0,0.7
1114,0,還有什麼是永遠嫌晚的,10,問卦,Mon Dec  2 08:19:24 2019,1,1,0.5,0.1
1115,0,美國華盛頓州電影院因為「人尿」被迫疏散,19,新聞,Mon Dec  2 08:19:39 2019,1,0,0.1111111111111111,0.3333333333333333
1116,0,日本女生都怎麼保養腿的八卦,13,問卦,Mon Dec  2 08:21:26 2019,1,1,0.0,0.6
1117,0,蔡英文拚未來︰下個4年3大目標,15,新聞,Mon Dec  2 08:21:44 2019,1,1,0.1,0.3
1118,0,有沒有這麼冷的八卦,9,問卦,Mon Dec  2 08:22:13 2019,1,1,0.3,0.0
1119,0,韓國瑜怒了！韓辦明早北檢告黃國昌,16,新聞,Mon Dec  2 08:25:40 2019,0,1,0.3,0.0
1120,0,這時就覺得冷的人會不會一二月時受不了,18,問卦,Mon Dec  2 08:26:42 2019,1,1,0.3,0.2
1121,1,蔡英文：未來4年育兒津貼加至1千億 讓年,20,新聞,Mon Dec  2 08:27:34 2019,0,1,0.3,0.3
1122,0,台灣真的還有救嗎？,9,爆卦,Mon Dec  2 08:28:55 2019,0,1,0.7,0.0
